Ticker,Signal_Date,Entry_Date,exit_date,allocated_capital,pnl_pct,Score,Score_Level,Exit,exit_date_actual,pnl_dollars
CAT,2019-01-22,2019-01-23,2019-01-23,1933.8836161410368,-0.02,3,MEDIUM,SL,2019-01-24,-38.67767232282073
COP,2019-01-22,2019-01-23,2019-01-28,1933.8836161410368,-0.0200000000000001,4,HIGH,SL,2019-01-28,-38.67767232282093
LLY,2019-01-18,2019-01-22,2019-01-29,1941.6502170090732,0.0001731126191732,4,HIGH,TIME,2019-01-29,0.33612415458465283
BAC,2019-01-31,2019-02-01,2019-02-07,1910.7442375782612,-0.02,4,HIGH,SL,2019-02-07,-38.21488475156522
GS,2019-01-31,2019-02-01,2019-02-07,1910.7442375782612,-0.02,4,HIGH,SL,2019-02-07,-38.21488475156522
AMD,2019-02-05,2019-02-06,2019-02-07,1910.7442375782612,-0.02,3,MEDIUM,SL,2019-02-07,-38.21488475156522
COP,2019-02-07,2019-02-08,2019-02-08,1887.815306727322,-0.02,5,HIGH,SL,2019-02-09,-37.75630613454644
GE,2019-02-08,2019-02-11,2019-02-13,1880.2640455004127,0.04,4,HIGH,TP,2019-02-13,75.21056182001651
GOOGL,2019-02-06,2019-02-07,2019-02-14,1887.815306727322,0.0156320915235157,4,HIGH,TIME,2019-02-14,29.51050165425536
ORCL,2019-02-07,2019-02-08,2019-02-15,1887.815306727322,0.0325413679634969,5,HIGH,TIME,2019-02-15,61.43209254333555
UNH,2019-02-08,2019-02-11,2019-02-19,1880.2640455004127,0.04,4,HIGH,TP,2019-02-19,75.21056182001651
WMT,2019-02-20,2019-02-21,2019-02-27,1928.5367890679377,-0.02,4,HIGH,SL,2019-02-27,-38.570735781358756
LOW,2019-02-28,2019-03-01,2019-03-01,1920.8226419116663,-0.02,4,HIGH,SL,2019-03-02,-38.416452838233326
CAT,2019-02-26,2019-02-27,2019-03-06,1920.8226419116659,-0.02,5,HIGH,SL,2019-03-06,-38.41645283823332
CRM,2019-03-04,2019-03-05,2019-03-05,1897.7727702087266,-0.0199999999999999,4,HIGH,SL,2019-03-06,-37.955455404174344
HD,2019-02-27,2019-02-28,2019-03-07,1920.8226419116659,-0.0059367160310161,4,HIGH,TIME,2019-03-07,-11.403378570975685
ADBE,2019-03-04,2019-03-05,2019-03-07,1913.1393513440191,-0.02,4,HIGH,SL,2019-03-07,-38.26278702688038
AMZN,2019-03-07,2019-03-08,2019-03-11,1887.9317365759669,0.04,4,HIGH,TP,2019-03-11,75.51726946303867
MCD,2019-03-04,2019-03-05,2019-03-12,1913.1393513440191,0.0068105602919279,5,HIGH,TIME,2019-03-12,13.029550899188276
AVGO,2019-03-07,2019-03-08,2019-03-13,1887.9317365759664,0.04,4,HIGH,TP,2019-03-13,75.51726946303866
LLY,2019-03-11,2019-03-12,2019-03-13,1905.641100648412,0.04,4,HIGH,TP,2019-03-13,76.22564402593649
META,2019-03-15,2019-03-18,2019-03-18,1935.9896833462071,-0.02,4,HIGH,SL,2019-03-19,-38.71979366692414
MS,2019-03-20,2019-03-21,2019-03-22,1928.2457246128224,-0.02,5,HIGH,SL,2019-03-22,-38.56491449225645
BAC,2019-03-20,2019-03-21,2019-03-22,1912.757807146052,-0.02,4,HIGH,SL,2019-03-22,-38.255156142921045
ADBE,2019-03-15,2019-03-18,2019-03-25,1935.9896833462071,0.0200692464551843,4,HIGH,TIME,2019-03-25,38.85385408976924
GE,2019-03-15,2019-03-18,2019-03-25,1935.9896833462071,-0.0110112153237341,2,LOW,TIME,2019-03-25,-21.317599267852884
META,2019-03-18,2019-03-19,2019-03-26,1928.2457246128224,0.04,4,HIGH,TP,2019-03-26,77.1298289845129
AAPL,2019-03-22,2019-03-25,2019-03-25,1916.38896145017,-0.02,4,HIGH,SL,2019-03-26,-38.3277792290034
MA,2019-03-22,2019-03-25,2019-04-01,1916.38896145017,0.04,5,HIGH,TP,2019-04-01,76.6555584580068
MSFT,2019-03-22,2019-03-25,2019-04-01,1916.3889614501704,0.0211048646598326,5,HIGH,TIME,2019-04-01,40.445129667003
AMZN,2019-03-22,2019-03-25,2019-04-01,1904.532198287518,0.0320857392885134,4,HIGH,TIME,2019-04-01,61.10832358083261
AMD,2019-03-27,2019-03-28,2019-04-01,1924.1493714012722,0.04,4,HIGH,TP,2019-04-01,76.96597485605089
AMT,2019-04-01,2019-04-02,2019-04-09,1975.1843687136509,0.0192746713977212,5,HIGH,TIME,2019-04-09,38.07102965687101
CRM,2019-04-04,2019-04-05,2019-04-12,1975.1843687136509,0.0067654828267267,4,HIGH,TIME,2019-04-12,13.363075926151224
GS,2019-04-15,2019-04-16,2019-04-17,1985.4711898302555,0.04,5,HIGH,TP,2019-04-17,79.41884759321022
CAT,2019-04-24,2019-04-25,2019-04-25,2001.3549593488974,-0.02,4,HIGH,SL,2019-04-26,-40.02709918697795
NVDA,2019-04-25,2019-04-26,2019-04-26,1993.3495395115021,-0.02,3,MEDIUM,SL,2019-04-27,-39.86699079023004
LOW,2019-04-18,2019-04-22,2019-04-29,2001.3549593488974,-0.0200000000000001,5,HIGH,SL,2019-04-29,-40.02709918697815
XOM,2019-04-26,2019-04-29,2019-05-02,1977.3707215160603,-0.0199999999999999,4,HIGH,SL,2019-05-02,-39.547414430321005
AMD,2019-05-01,2019-05-02,2019-05-02,1969.461238629996,0.04,3,MEDIUM,TP,2019-05-03,78.77844954519983
MA,2019-05-01,2019-05-02,2019-05-06,1969.461238629996,-0.02,4,HIGH,SL,2019-05-06,-39.38922477259992
NKE,2019-05-01,2019-05-02,2019-05-06,1969.461238629996,-0.02,4,HIGH,SL,2019-05-06,-39.38922477259992
MSFT,2019-05-01,2019-05-02,2019-05-07,1969.461238629996,-0.02,5,HIGH,SL,2019-05-07,-39.38922477259992
HD,2019-05-01,2019-05-02,2019-05-07,1969.461238629996,-0.02,4,HIGH,SL,2019-05-07,-39.38922477259992
AMD,2019-05-06,2019-05-07,2019-05-07,1953.7055487209561,-0.02,2,LOW,SL,2019-05-08,-39.07411097441912
AAPL,2019-05-07,2019-05-08,2019-05-09,1945.8907265260723,-0.02,4,HIGH,SL,2019-05-09,-38.91781453052145
HD,2019-05-07,2019-05-08,2019-05-10,1945.8907265260714,-0.0199999999999999,4,HIGH,SL,2019-05-10,-38.917814530521234
ADBE,2019-05-07,2019-05-08,2019-05-13,1945.8907265260723,-0.0199999999999999,5,HIGH,SL,2019-05-13,-38.91781453052125
BLK,2019-05-07,2019-05-08,2019-05-13,1945.8907265260723,-0.02,4,HIGH,SL,2019-05-13,-38.91781453052145
MSFT,2019-05-07,2019-05-08,2019-05-15,1945.8907265260723,0.0083421501184379,5,HIGH,TIME,2019-05-15,16.232912554756684
AMZN,2019-05-13,2019-05-14,2019-05-16,1914.756474901655,0.04,3,MEDIUM,TP,2019-05-16,76.59025899606621
MA,2019-05-13,2019-05-14,2019-05-16,1883.622223277237,0.04,3,MEDIUM,TP,2019-05-16,75.34488893108949
HON,2019-05-13,2019-05-14,2019-05-21,1914.756474901655,0.0159946667044375,3,MEDIUM,TIME,2019-05-21,30.62589163621562
JPM,2019-05-13,2019-05-14,2019-05-21,1914.756474901655,0.0198997302641128,3,MEDIUM,TIME,2019-05-21,38.1031373720064
AMT,2019-05-20,2019-05-21,2019-05-29,1962.1358927996819,0.0082716611987105,5,HIGH,TIME,2019-05-29,16.230123331068317
AMD,2019-05-29,2019-05-30,2019-05-30,1965.3819174658959,-0.02,3,MEDIUM,SL,2019-05-31,-39.30763834931792
MA,2019-05-23,2019-05-24,2019-06-03,1962.1358927996819,-0.02,5,HIGH,SL,2019-06-03,-39.24271785599364
ADBE,2019-05-23,2019-05-24,2019-06-03,1962.1358927996819,-0.02,3,MEDIUM,SL,2019-06-03,-39.24271785599364
UNH,2019-05-28,2019-05-29,2019-06-04,1965.3819174658956,-0.02,5,HIGH,SL,2019-06-04,-39.30763834931791
AMD,2019-06-11,2019-06-12,2019-06-13,1933.9617749837712,-0.02,2,LOW,SL,2019-06-13,-38.67923549967542
MCD,2019-06-10,2019-06-11,2019-06-18,1933.9617749837712,0.0109244707590097,4,HIGH,TIME,2019-06-18,21.127508859852703
NFLX,2019-06-25,2019-06-26,2019-07-01,1930.4514296558068,0.04,5,HIGH,TP,2019-07-01,77.21805718623227
AMT,2019-06-26,2019-06-27,2019-07-01,1930.4514296558068,-0.02,4,HIGH,SL,2019-07-01,-38.609028593116136
ADBE,2019-06-25,2019-06-26,2019-07-03,1930.4514296558068,0.04,5,HIGH,TP,2019-07-03,77.21805718623227
MSFT,2019-06-25,2019-06-26,2019-07-03,1930.4514296558068,0.0231481290016613,5,HIGH,TIME,2019-07-03,44.6863387251141
DUK,2019-06-26,2019-06-27,2019-07-05,1930.4514296558073,0.0182808458944463,5,HIGH,TIME,2019-07-05,35.29028509225135
AVGO,2019-07-03,2019-07-05,2019-07-08,1969.61217157515,-0.02,5,HIGH,SL,2019-07-08,-39.392243431503
PFE,2019-07-11,2019-07-12,2019-07-12,1961.7337228888493,-0.02,4,HIGH,SL,2019-07-13,-39.23467445777699
AMD,2019-07-11,2019-07-12,2019-07-15,1961.7337228888493,0.04,3,MEDIUM,TP,2019-07-15,78.46934891555398
AAPL,2019-07-08,2019-07-09,2019-07-16,1961.7337228888493,0.0266065053441424,5,HIGH,TIME,2019-07-16,52.19487878182654
GE,2019-07-08,2019-07-09,2019-07-16,1961.7337228888493,0.0256917355469736,4,HIGH,TIME,2019-07-16,50.40034402204031
PLD,2019-07-11,2019-07-12,2019-07-16,1961.7337228888493,-0.02,5,HIGH,SL,2019-07-16,-39.23467445777699
UNH,2019-07-18,2019-07-19,2019-07-22,1982.252767449623,-0.02,5,HIGH,SL,2019-07-22,-39.64505534899246
UPS,2019-07-17,2019-07-18,2019-07-24,1982.252767449623,0.04,4,HIGH,TP,2019-07-24,79.29011069798491
BA,2019-07-18,2019-07-19,2019-07-24,1982.252767449623,-0.02,4,HIGH,SL,2019-07-24,-39.64505534899246
BA,2019-07-24,2019-07-25,2019-07-25,1982.252767449623,-0.0199999999999999,4,HIGH,SL,2019-07-26,-39.64505534899226
GE,2019-07-25,2019-07-26,2019-07-31,1974.3237563798245,-0.02,3,MEDIUM,SL,2019-07-31,-39.48647512759649
CRM,2019-07-29,2019-07-30,2019-08-01,1974.3237563798245,-0.0200000000000001,4,HIGH,SL,2019-08-01,-39.48647512759669
LOW,2019-07-31,2019-08-01,2019-08-01,1958.529166328786,-0.02,4,HIGH,SL,2019-08-02,-39.17058332657572
MA,2019-07-31,2019-08-01,2019-08-02,1958.529166328786,-0.0200000000000001,4,HIGH,SL,2019-08-02,-39.170583326575915
ORCL,2019-07-31,2019-08-01,2019-08-02,1958.529166328785,-0.02,4,HIGH,SL,2019-08-02,-39.1705833265757
GS,2019-08-01,2019-08-02,2019-08-02,1888.0221163409497,-0.02,4,HIGH,SL,2019-08-03,-37.760442326818996
KO,2019-07-31,2019-08-01,2019-08-05,1958.529166328786,-0.02,5,HIGH,SL,2019-08-05,-39.17058332657572
MSFT,2019-07-31,2019-08-01,2019-08-05,1958.5291663287855,-0.02,4,HIGH,SL,2019-08-05,-39.17058332657571
AAPL,2019-08-01,2019-08-02,2019-08-05,1935.02681633284,-0.0200000000000001,5,HIGH,SL,2019-08-05,-38.700536326656994
BAC,2019-08-01,2019-08-02,2019-08-05,1935.02681633284,-0.02,4,HIGH,SL,2019-08-05,-38.7005363266568
AAPL,2019-08-02,2019-08-05,2019-08-05,1896.3262800061837,-0.02,3,MEDIUM,SL,2019-08-06,-37.926525600123675
NVDA,2019-08-02,2019-08-05,2019-08-05,1896.3262800061837,-0.02,3,MEDIUM,SL,2019-08-06,-37.926525600123675
UPS,2019-08-05,2019-08-06,2019-08-07,1881.1556697661342,-0.02,3,MEDIUM,SL,2019-08-07,-37.62311339532268
GOOGL,2019-08-05,2019-08-06,2019-08-13,1881.1556697661342,0.0267776970777617,3,MEDIUM,TIME,2019-08-13,50.373016681111466
AAPL,2019-08-14,2019-08-15,2019-08-19,1883.705650423292,0.04,1,LOW,TP,2019-08-19,75.34822601693168
MRK,2019-08-14,2019-08-15,2019-08-21,1883.705650423292,0.04,4,HIGH,TP,2019-08-21,75.34822601693168
COST,2019-08-23,2019-08-26,2019-08-27,1913.8449408300648,0.04,3,MEDIUM,TP,2019-08-27,76.55379763320259
MRK,2019-08-23,2019-08-26,2019-09-03,1913.8449408300648,0.0148745775376912,4,HIGH,TIME,2019-09-03,28.467634967494828
GOOGL,2019-08-23,2019-08-26,2019-09-03,1913.8449408300648,0.0087109275653982,3,MEDIUM,TIME,2019-09-03,16.6713646509745
MA,2019-08-23,2019-08-26,2019-09-03,1913.8449408300648,0.0190262797332876,3,MEDIUM,TIME,2019-09-03,36.41334921037007
MCD,2019-08-23,2019-08-26,2019-09-03,1913.844940830064,0.0101727220732399,3,MEDIUM,TIME,2019-09-03,19.469012674340505
AMT,2019-09-05,2019-09-06,2019-09-09,1949.3599726573411,-0.02,4,HIGH,SL,2019-09-09,-38.98719945314682
BA,2019-09-03,2019-09-04,2019-09-11,1949.3599726573411,0.04,5,HIGH,TP,2019-09-11,77.97439890629364
MA,2019-09-09,2019-09-10,2019-09-10,1941.5625327667121,-0.02,5,HIGH,SL,2019-09-11,-38.831250655334244
V,2019-09-09,2019-09-10,2019-09-10,1941.5625327667121,-0.0199999999999999,5,HIGH,SL,2019-09-11,-38.831250655334046
AMT,2019-09-09,2019-09-10,2019-09-10,1941.5625327667121,-0.02,4,HIGH,SL,2019-09-11,-38.831250655334244
LLY,2019-09-09,2019-09-10,2019-09-17,1933.7650928760813,0.0253759725727451,4,HIGH,TIME,2019-09-17,49.07116995895532
NKE,2019-09-10,2019-09-11,2019-09-18,1933.8586621547702,0.0128796674804618,5,HIGH,TIME,2019-09-18,24.907456522764157
COST,2019-09-11,2019-09-12,2019-09-19,1933.8586621547702,-0.0086448540744824,4,HIGH,TIME,2019-09-19,-16.717925935001748
AVGO,2019-09-13,2019-09-16,2019-09-23,1933.8586621547702,0.0044861990258204,5,HIGH,TIME,2019-09-23,8.675674846233072
COP,2019-09-17,2019-09-18,2019-09-24,1948.654387451114,-0.02,2,LOW,SL,2019-09-24,-38.97308774902228
TSLA,2019-09-20,2019-09-23,2019-09-24,1947.04593723336,-0.02,4,HIGH,SL,2019-09-24,-38.9409187446672
NVDA,2019-09-20,2019-09-23,2019-09-30,1947.04593723336,0.0079325498121809,3,MEDIUM,TIME,2019-09-30,15.445038883708074
MS,2019-09-24,2019-09-25,2019-10-01,1931.4631359346222,-0.0200000000000001,4,HIGH,SL,2019-10-01,-38.62926271869264
NVDA,2019-09-27,2019-09-30,2019-10-01,1934.552143711364,0.04,4,HIGH,TP,2019-10-01,77.38208574845456
AAPL,2019-10-02,2019-10-03,2019-10-04,1942.3027083173165,0.04,3,MEDIUM,TP,2019-10-04,77.69210833269265
ABBV,2019-10-01,2019-10-02,2019-10-09,1942.3027083173165,0.0056246799993733,5,HIGH,TIME,2019-10-09,10.924831196201003
HD,2019-10-02,2019-10-03,2019-10-10,1942.3027083173165,0.029378103476187,4,HIGH,TIME,2019-10-10,57.061169947024375
LOW,2019-10-02,2019-10-03,2019-10-10,1942.3027083173165,0.0179712804329319,4,HIGH,TIME,2019-10-10,34.90566665681363
PEP,2019-10-02,2019-10-03,2019-10-10,1942.3027083173165,-0.0039731226515129,4,HIGH,TIME,2019-10-10,-7.717006886510383
NVDA,2019-10-08,2019-10-09,2019-10-11,1960.0260962230955,0.04,4,HIGH,TP,2019-10-11,78.40104384892382
META,2019-10-18,2019-10-21,2019-10-22,1992.5562709363455,-0.02,5,HIGH,SL,2019-10-22,-39.85112541872691
NKE,2019-10-23,2019-10-24,2019-10-25,1984.5860458526001,-0.02,4,HIGH,SL,2019-10-25,-39.691720917052
AAPL,2019-10-29,2019-10-30,2019-10-31,1976.6477016691897,-0.02,5,HIGH,SL,2019-10-31,-39.532954033383795
GOOGL,2019-10-29,2019-10-30,2019-11-06,1976.6477016691897,0.0285703886873114,4,HIGH,TIME,2019-11-06,56.4735931345695
TSLA,2019-10-29,2019-10-30,2019-11-06,1976.6477016691897,0.04,1,LOW,TP,2019-11-06,79.06590806676759
NEE,2019-11-04,2019-11-05,2019-11-07,1968.7411108625129,-0.02,4,HIGH,SL,2019-11-07,-39.374822217250255
XOM,2019-11-06,2019-11-07,2019-11-12,1987.9740466593303,-0.02,4,HIGH,SL,2019-11-12,-39.75948093318661
NFLX,2019-11-13,2019-11-14,2019-11-15,1980.0221504726933,0.04,4,HIGH,TP,2019-11-15,79.20088601890774
NVDA,2019-11-15,2019-11-18,2019-11-18,1995.8623276764747,0.04,4,HIGH,TP,2019-11-19,79.83449310705899
AMD,2019-11-21,2019-11-22,2019-11-22,2011.8292262978864,-0.02,4,HIGH,SL,2019-11-23,-40.23658452595773
NVDA,2019-11-19,2019-11-20,2019-11-25,2011.8292262978864,0.04,4,HIGH,TP,2019-11-25,80.47316905191546
ABBV,2019-11-20,2019-11-21,2019-11-29,2011.8292262978864,0.01083065739891,4,HIGH,TIME,2019-11-29,21.78943309514658
NVDA,2019-12-02,2019-12-03,2019-12-04,2024.234429822107,0.04,4,HIGH,TP,2019-12-04,80.96937719288428
GS,2019-12-03,2019-12-04,2019-12-06,2040.4283052606836,0.04,4,HIGH,TP,2019-12-06,81.61713221042734
ADBE,2019-12-02,2019-12-03,2019-12-09,2024.234429822107,0.04,5,HIGH,TP,2019-12-09,80.96937719288428
HON,2019-12-02,2019-12-03,2019-12-10,2024.234429822107,0.0084597757111042,4,HIGH,TIME,2019-12-10,17.124569262989922
CAT,2019-12-03,2019-12-04,2019-12-11,2040.4283052606836,0.0214210527630247,4,HIGH,TIME,2019-12-11,43.708122386158166
CRM,2019-12-04,2019-12-05,2019-12-12,2040.4283052606836,0.018299707613941,4,HIGH,TIME,2019-12-12,37.33924139347966
NFLX,2019-12-10,2019-12-11,2019-12-17,2085.112145471176,0.04,4,HIGH,TP,2019-12-17,83.40448581884705
META,2019-12-12,2019-12-13,2019-12-18,2092.579993749872,0.04,4,HIGH,TP,2019-12-18,83.70319974999488
AVGO,2019-12-13,2019-12-16,2019-12-18,2092.579993749872,0.04,4,HIGH,TP,2019-12-18,83.70319974999488
AMD,2019-12-13,2019-12-16,2019-12-20,2092.579993749872,0.04,4,HIGH,TP,2019-12-20,83.70319974999488
TSLA,2019-12-30,2019-12-31,2019-12-31,2159.482810763638,0.04,3,MEDIUM,TP,2020-01-01,86.37931243054553
BAC,2020-01-03,2020-01-06,2020-01-13,2176.758673249747,0.0188900860413596,5,HIGH,TIME,2020-01-13,41.11915862896349
TSLA,2020-01-09,2020-01-10,2020-01-13,2176.758673249747,0.04,1,LOW,TP,2020-01-13,87.07034692998988
MRK,2020-01-07,2020-01-08,2020-01-15,2176.758673249747,0.027500096883356,4,HIGH,TIME,2020-01-15,59.86107440605351
UNH,2020-01-13,2020-01-14,2020-01-15,2202.396574361537,0.04,4,HIGH,TP,2020-01-15,88.0958629744615
COP,2020-01-08,2020-01-09,2020-01-16,2176.758673249747,0.0077433996530189,5,HIGH,TIME,2020-01-16,16.855512355147972
TSLA,2020-01-15,2020-01-16,2020-01-16,2235.35906430867,0.04,1,LOW,TP,2020-01-17,89.4143625723468
MS,2020-01-21,2020-01-22,2020-01-23,2253.2419368231394,-0.0199999999999999,4,HIGH,SL,2020-01-23,-45.06483873646256
NFLX,2020-01-22,2020-01-23,2020-01-23,2244.228969075847,0.04,4,HIGH,TP,2020-01-24,89.76915876303389
PFE,2020-01-24,2020-01-27,2020-01-28,2262.1828008284538,-0.02,5,HIGH,SL,2020-01-28,-45.243656016569076
AMD,2020-01-24,2020-01-27,2020-01-28,2262.1828008284538,0.04,4,HIGH,TP,2020-01-28,90.48731203313815
UNH,2020-01-24,2020-01-27,2020-01-27,2262.1828008284538,-0.02,4,HIGH,SL,2020-01-28,-45.243656016569076
AAPL,2020-01-27,2020-01-28,2020-01-29,2262.1828008284533,0.04,5,HIGH,TP,2020-01-29,90.48731203313814
MS,2020-01-27,2020-01-28,2020-01-31,2262.1828008284524,-0.02,5,HIGH,SL,2020-01-31,-45.24365601656905
LOW,2020-01-24,2020-01-27,2020-02-03,2262.1828008284538,-0.0090487329691694,5,HIGH,TIME,2020-02-03,-20.4698880921444
GOOGL,2020-01-27,2020-01-28,2020-02-04,2262.1828008284533,0.0025455455472609,5,HIGH,TIME,2020-02-04,5.75848935573906
MA,2020-01-27,2020-01-28,2020-02-04,2262.1828008284533,0.04,5,HIGH,TP,2020-02-04,90.48731203313814
PLD,2020-01-31,2020-02-03,2020-02-03,2267.1375544133384,-0.0200000000000001,5,HIGH,SL,2020-02-04,-45.342751088267
BLK,2020-01-31,2020-02-03,2020-02-06,2267.1375544133384,0.04,5,HIGH,TP,2020-02-06,90.68550217653353
GOOGL,2020-02-04,2020-02-05,2020-02-05,2277.3181644734605,-0.02,4,HIGH,SL,2020-02-06,-45.54636328946921
HD,2020-01-31,2020-02-03,2020-02-07,2267.1375544133384,0.04,5,HIGH,TP,2020-02-07,90.68550217653353
MSFT,2020-02-11,2020-02-12,2020-02-12,2304.48309268618,-0.02,3,MEDIUM,SL,2020-02-13,-46.089661853723605
AMD,2020-02-20,2020-02-21,2020-02-21,2295.2651603154354,-0.02,2,LOW,SL,2020-02-22,-45.90530320630871
NEE,2020-02-19,2020-02-20,2020-02-25,2295.2651603154354,-0.02,5,HIGH,SL,2020-02-25,-45.90530320630871
AMZN,2020-02-21,2020-02-24,2020-02-25,2286.0840996741736,-0.02,5,HIGH,SL,2020-02-25,-45.72168199348347
GOOGL,2020-02-21,2020-02-24,2020-02-25,2286.0840996741736,-0.02,5,HIGH,SL,2020-02-25,-45.72168199348347
MSFT,2020-02-21,2020-02-24,2020-02-24,2286.0840996741736,-0.02,5,HIGH,SL,2020-02-25,-45.72168199348347
COST,2020-02-24,2020-02-25,2020-02-25,2249.4700298368216,-0.02,4,HIGH,SL,2020-02-26,-44.98940059673643
HD,2020-02-24,2020-02-25,2020-02-25,2249.470029836822,-0.0200000000000001,4,HIGH,SL,2020-02-26,-44.989400596736665
NFLX,2020-02-24,2020-02-25,2020-02-25,2249.4700298368216,-0.02,4,HIGH,SL,2020-02-26,-44.98940059673643
KO,2020-02-24,2020-02-25,2020-02-26,2249.470029836822,-0.02,3,MEDIUM,SL,2020-02-26,-44.989400596736445
LLY,2020-02-24,2020-02-25,2020-02-25,2249.4700298368202,-0.02,3,MEDIUM,SL,2020-02-26,-44.9894005967364
DUK,2020-02-25,2020-02-26,2020-02-27,2204.4806292400854,-0.02,4,HIGH,SL,2020-02-27,-44.089612584801706
ADBE,2020-02-25,2020-02-26,2020-02-27,2204.480629240086,-0.0199999999999999,3,MEDIUM,SL,2020-02-27,-44.08961258480149
COST,2020-02-25,2020-02-26,2020-02-27,2204.4806292400854,-0.02,3,MEDIUM,SL,2020-02-27,-44.089612584801706
CRM,2020-02-25,2020-02-26,2020-02-27,2204.480629240086,-0.02,2,LOW,SL,2020-02-27,-44.08961258480172
NFLX,2020-02-25,2020-02-26,2020-02-26,2204.480629240084,0.04,2,LOW,TP,2020-02-27,88.17922516960336
DUK,2020-02-27,2020-02-28,2020-02-28,2186.8447842061646,-0.0200000000000001,3,MEDIUM,SL,2020-02-29,-43.73689568412351
NFLX,2020-03-03,2020-03-04,2020-03-05,2178.09740506934,-0.0199999999999999,2,LOW,SL,2020-03-05,-43.56194810138658
