Ticker,Signal_Date,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Shares,Entry_Value,Exit_Value,PnL,PnL_Pct,Score,Signal_Drop,Exit_Reason,Holding_Days,Distance_SMA20,Distance_SMA50,Distance_SMA200,Return_3D,Return_5D,Return_10D,ATR_Pct,Drop_ATR_Ratio,Volume_Ratio,Negative_Days_5,SPY_Return,SPY_Distance_SMA50,SPY_Volume_Ratio
ADBE,2018-07-27,2018-07-30,2018-07-30,254.4199981689453,249.3315982055664,7.98460359791978,2031.4428327625046,1990.8139761072543,-40.628856655250274,-0.02000000000000009,5,-0.027182817227046963,SL,0,0.005903726123677178,0.020888115147897013,,-0.010408143141183213,-0.010600337406806992,-0.014617730124245387,0.020998853531261616,1.2944905390467674,1.2354782693765745,3.0,-0.006776169444867364,0.02187737672736345,1.2460711653892476
GOOGL,2018-07-27,2018-07-30,2018-07-31,61.705340557125105,60.4712337459826,32.60852445685831,2012.120106675785,1971.8777045422694,-40.242402133515725,-0.02000000000000001,5,-0.02536767686468777,SL,0,0.04851060388131545,0.08538754861789899,,-0.004180686509383413,0.045922746560495886,0.04024343069875358,0.021171036074153386,1.1982255745932928,1.233822062459021,1.0,-0.006776169444867364,0.02187737672736345,1.2460711653892476
MSFT,2018-07-30,2018-07-31,2018-08-07,98.20509426117076,100.4091567993164,20.54429167978941,2017.5541009427052,2062.8350046068663,45.28090366416109,0.02244346441218281,5,-0.02145242489538468,TIME,5,0.007684069313316,0.03593985936994004,,-0.049264611970873395,-0.024080763586566745,0.0043846059883334565,0.02087202547943968,1.0278075271859328,1.2799883920368043,4.0,-0.00522354098831701,0.015864076700279117,1.0638626345840267
DIS,2018-08-08,2018-08-09,2018-08-13,108.40273984560217,106.23468504869012,18.67411067857534,2024.324761737584,1983.838266502832,-40.48649523475183,-0.020000000000000073,5,-0.022134369441556112,SL,1,0.015579467724233131,0.06377535621257491,,-0.0009640802538591897,0.008940447417425057,0.02518436374518407,0.016349963992769563,1.3537870451179332,1.3853179623137832,2.0,-0.0004202037182386986,0.029304574261125982,0.729834501977885
AMZN,2018-09-05,2018-09-06,2018-09-06,100.32550048828125,98.31899047851563,20.096859251912168,2016.2274626906337,1975.902913436821,-40.32454925381262,-0.019999999999999973,5,-0.021912171605654396,SL,0,0.03573502157607655,0.08513925464815908,,-0.003775566765563232,0.03207746723771798,0.05914771889029247,0.014840585516573404,1.4765031730846274,1.791372620802594,1.0,-0.0026914881419907166,0.025713919527595053,1.2231577882899647
CRM,2018-09-05,2018-09-06,2018-09-12,146.22033940270808,152.06915297881642,13.72271990345736,2006.5407618118327,2086.8023922843063,80.2616304724736,0.04000000000000015,5,-0.029763075334738653,TP,3,0.0019243795058496715,0.026003185878578527,,-0.02293920201871591,-0.02836794376696139,0.021439094569790873,0.020085503139938052,1.4818187589016727,1.4237513309693364,2.0,-0.0026914881419907166,0.025713919527595053,1.2231577882899647
MA,2018-09-05,2018-09-06,2018-09-13,202.07720450382257,207.6012725830078,9.930643098877423,2006.7565963463273,2061.6141448946173,54.85754854828997,0.02733642368395266,5,-0.0261045702658792,TIME,5,0.018819443748742337,0.033379799679212896,,-0.01234785845097075,-0.006913642578457169,0.03973612652933234,0.01465037921817223,1.781835806236283,1.4603292014892,2.0,-0.0026914881419907166,0.025713919527595053,1.2231577882899647
V,2018-09-05,2018-09-06,2018-09-13,135.40836820685044,139.50970458984375,14.838678042442154,2009.281180073914,2070.1395902049057,60.85841013099184,0.030288647867966936,5,-0.03470925729865182,TIME,5,0.0004286599659659718,0.02316632187316503,,-0.02773612236553058,-0.017424242255750233,0.01878021642251393,0.01245124275339865,2.7876138941374102,1.8481069889911153,2.0,-0.0026914881419907166,0.025713919527595053,1.2231577882899647
COST,2018-09-14,2018-09-17,2018-09-24,210.47872165020894,209.831298828125,9.727149873480762,2047.3580706702226,2041.0604918483,-6.297578821922571,-0.00307595379242137,5,-0.024412603443711767,TIME,5,0.006797947849336516,0.050040508961817665,,-0.03615745769538814,-0.025180113701726348,0.01971165522947782,0.013569329289886266,1.7991017037155552,1.9351391569438654,3.0,0.00017185022245724824,0.023219308582895337,0.9550850002050454
HD,2018-09-24,2018-09-25,2018-10-02,172.34249281879443,168.96731567382812,11.872281301264229,2046.0985549058378,2006.0275023991999,-40.0710525066379,-0.019584126292724928,5,-0.020716690497266765,TIME,5,0.0041688972458733264,0.03392154827674276,,-0.017432035144637648,-0.0019672004896884587,-0.01281517745279992,0.015210241036075857,1.3620224984029272,1.0912287740580342,2.0,-0.0033223715753907257,0.022400323863676963,0.842738806448223
NVDA,2018-10-04,2018-10-05,2018-10-05,6.884072409171846,6.74639096098841,295.7713850109252,2036.1116309762535,1995.3893983567286,-40.7222326195249,-0.019999999999999917,5,-0.025947722432171028,SL,0,0.02054879855402514,0.04998748471486758,,-0.03480075047824205,0.0444651656339512,0.04885839271614878,0.025477833075396326,1.0184430659932562,1.1257604681450821,2.0,-0.007815485612249096,0.010442637877096539,1.6930082941483506
CAT,2018-10-05,2018-10-08,2018-10-10,128.81810883849548,126.06290857571047,15.74351136139644,2028.0493600524567,1984.6728334123784,-43.37652664007828,-0.02138829926652097,5,-0.021945917680389115,SL_GAP,1,0.015018861725492716,0.06548274113671404,,-0.00975344351336016,0.005377216639733673,-0.01963202696391053,0.02148310771671508,1.02154297086701,1.144871230578882,3.0,-0.005596918935336426,0.004383559739809417,1.569479149407796
ORCL,2018-10-02,2018-10-03,2018-10-10,44.088493916821484,43.206724038485056,46.22712556817237,2038.0843444045104,1997.3226575164203,-40.761686888090026,-0.01999999999999991,5,-0.030308795925583887,SL,4,0.006683942404810184,0.024529187517630335,,-0.028245207672240036,-0.02880880175842704,0.024474884965633992,0.019652467821721146,1.5422386745793164,1.0007811763739034,3.0,-0.000582450982433147,0.019130864148832583,0.7384982255677636
AMT,2018-10-26,2018-10-29,2018-10-30,122.37810193556231,127.27322601298481,16.449938537492333,2013.1122551749716,2093.6367453819703,80.52449020699873,0.03999999999999994,5,-0.025405856017836403,TP,0,0.02117272217672017,0.01889185402572413,0.05836521241508508,-0.008220210851413223,-0.003596415159739852,0.05322066884964194,0.02165154694949823,1.1733968051841754,1.7918164360628293,2.0,-0.017587172942259643,-0.06842344924471577,1.563694202788598
