Ticker,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Shares,Margin,PnL,Return,Hold_Days
NFLX,2022-01-27,2022-01-31,38.18689828109741,42.73535770225525,41.53914500524714,1586.2511049991283,-190.61983610867998,-0.12017002573421988,3
AMD,2022-01-27,2022-01-31,111.90401908493043,114.307125,14.175103968296533,1586.2511049991283,-35.66755943603519,-0.02248544339772409,3
TSLA,2022-01-28,2022-02-01,277.0480826873779,310.5718648223877,5.90691914288722,1636.500623126274,-199.7577821936136,-0.12206398174906169,3
NVDA,2022-01-28,2022-02-01,22.0009931306839,24.65031948852539,74.38303413875951,1636.500623126274,-198.7999660096254,-0.12147869863309291,3
BA,2022-01-31,2022-02-02,190.63463072967528,207.62376427459714,8.433591645350303,1607.7346290362295,-144.95878906259287,-0.09016338047622303,3
CAT,2022-02-01,2022-02-03,200.69960305023196,200.6902913360596,7.493023497048841,1503.8468415037632,-1.4340390619659567,-0.000953580525881211,3
NFLX,2022-02-04,2022-02-08,40.710633493423465,40.37317714118957,36.67470205765682,1493.0503539497704,10.889248877279778,0.007293289773163348,3
META,2022-02-04,2022-02-08,234.85251622009278,220.29008267211913,6.357395602909161,1493.0503539497704,91.13239022709756,0.06103772052028425,3
TSLA,2022-02-04,2022-02-08,298.92379707336426,307.48701017761226,4.994752403681444,1493.0503539497704,-44.285565154246775,-0.029661133020123607,3
NVDA,2022-02-04,2022-02-08,23.96001412200928,25.120553801536563,62.314251834195645,1493.0503539497704,-73.84737128851637,-0.049460737270620385,3
AMZN,2022-02-04,2022-02-08,155.52870309448244,161.4942046737671,9.599837999309711,1493.0503539497704,-58.789533024081514,-0.03937545232051787,3
META,2022-02-09,2022-02-11,224.08789694976807,219.65977805328367,6.610153228599893,1481.2553355126695,27.80392435691794,0.018770514232304768,3
MA,2022-02-09,2022-02-11,385.4072061004639,369.9548740081787,3.843351426923116,1481.2553355126695,57.93718163195956,0.03911356823022496,3
GOOGL,2022-02-09,2022-02-11,140.89301922607422,134.34964247131347,10.513333759537623,1481.2553355126695,67.3458447535558,0.04546538543285455,3
PFE,2022-02-09,2022-02-11,51.61417938995362,50.80538877868653,28.698612532837956,1481.2553355126695,21.741518621625247,0.014677765608925489,3
XOM,2022-02-10,2022-02-14,78.68064122009278,79.01949335861205,18.744277358415772,1474.8117617674197,-7.829525998898919,-0.0053088307280082896,3
AMD,2022-02-14,2022-02-16,115.45224713516238,117.74884744262694,13.015117934229602,1502.62461223596,-31.408093723599876,-0.020902155779854752,3
TSLA,2022-02-14,2022-02-16,287.0464074401856,307.95055970764156,5.234779371168668,1502.62461223596,-110.98596398621393,-0.07386140429382611,3
NVDA,2022-02-14,2022-02-16,23.92203301525116,26.524255179405213,62.81341603692222,1502.62461223596,-165.03881526145335,-0.10983369626554272,3
NFLX,2022-02-14,2022-02-16,38.739619371414186,39.827902656555175,38.78780010277388,1502.62461223596,-43.73584518873432,-0.02910630162223537,3
META,2022-02-15,2022-02-17,220.35976622009278,207.8138617172241,6.785235295797702,1495.1928635303036,83.67428464406679,0.05596220172326346,3
COP,2022-02-17,2022-02-22,90.11492366027832,87.8739168319702,16.161581284501512,1456.3996636822367,34.77992345814972,0.023880754936605193,3
META,2022-02-18,2022-02-23,209.28530438995364,198.5492219467163,6.987687693300342,1462.420345874295,73.59548101257452,0.05032443730709731,3
NFLX,2022-02-18,2022-02-23,39.23337185287476,36.764371381759645,37.27490849775479,1462.420345874295,90.61536217917599,0.061962596755997947,3
CRM,2022-02-18,2022-02-23,200.29979389953618,190.63526328277587,7.3011575169557945,1462.420345874295,69.13512114471492,0.04727445247856087,3
ADBE,2022-02-18,2022-02-23,458.4606574401856,429.6647372131348,3.1898491662070128,1462.420345874295,90.43814910161065,0.061841418821031925,3
